	Descricao
3969	1167TOR PIACOZ/PR B.MOV A C70 1/4 1/2D15
3970	TORN PIA COZ/PAREDEB.MOV.ALTA C40 REAL#
3971	ANEL CONCRETO P/ FOSSA #
3972	TAMPA CONCRETO P/ FOSSA #
3973	TANQUE CONCRETO #
3974	CHAPA ALUM ROLO 1000X0,4MM
3975	PORTA KDK 2.10 X 0.80 CARVALHO
3976	PC MIRANDA CORE I3-8100/4GB/SSD240GB/WIN
3977	ESTAB. 300VA AUT/115 CUBIC. APC
3978	IMPRESSORA TERMICA USB/SERIAL TM-T20X. E
3979	MONITOR 18.5" LED E970SWHNL HDMI, AOC
3980	NOTEBOOK X543UA-GQ3153T I3/4GB/HD1TB/W10
3981	TECLADO+MOUSE ESSENTIAL 6013136. MAXPRIN
3982	LAMP COMP ELET TASCHIBRA 3U 15W 220V 640
3983	PAINEL LED 18W LUX QUADRADO EMBUTIR PRET
3984	CX+BACIA ACOPLADA ACIONAMENTO DUO EBANO
3985	ANDAIME FERRO (LOCACAO DIARIA) #
3986	ITAPEMIRIM ESM AC C 62,5X62,5 CX2,34 ELZ
3987	PISO REALE BIANCO 2,00MT 45X45 A RAVELO
3988	CIMENTO 25KG 1/2 SACO  #
3989	AMANCO PR - ESGUICHO 8 JATOS #
3990	AMANCO PR - ESGUICHO 1 JATO #
3991	AMANCO PR - MANGUEIRA 1/2 REF VERDE 20M#
3992	AMANCO PR - KIT DUCHA DN 88,5 #
3993	AMANCO PR - CONECT DERIV Y #
3994	AMANCO PR - ESGUICHO SIMP #
3995	AMANCO PR - CONECT TORN 1/2 E 3/4 LJ #
3996	AMANCO PR - UNIAO MANGUEIRA DE 1/2 LJ #
3997	AMANCO PR - CONEC MANGUEIRA STOP ER 1/2#
3998	AMANCO PR - CONECT MANGUEIRA ER 1/2 LJ #
3999	AMANCO PR - ESGUICHO 1 JATO #
4000	AMANCO PR - TORN PLAST JD 1/2 E 3/4 #
4001	AMANCO PR - ASPERSOR DE IMPACTO LJ #
4002	AMANCO PR - ASPERSOR DE BASE 8 JATOS LJ#
4003	AMANCO PR - ASPERSOR 3 SAIDAS BASE LJ#
4004	AMANCO PR - SIFAO DUP EXTENSIVEL BR UNI#
4005	MASSA CORRIDA PLURAL BALDE 20 KG #
4006	SELA E PINTA AZUL PETROLEO IQUINE 18L #
4007	ITAUNAS BRANCO C HD 62,5,X62,5 CX2,34 #
4008	DELANIL RENDE MUITO CAJU LATAO 15L#
4009	SELA E PINTA GESSO BRANCO NEVE IQU 18L #
4010	DIAPISO SR PRETO IQUINE 18L  #
4011	PISO ENCAIXE POLIEDROS PITUBA A 35X59
4012	PUNHO DE FERRO GALVANIZADO UNIAO
4013	TELHA FIBROTEX 4MM 2,13X0,50M CRFS
4014	PISO SOBRAL HD A 62,5X62,5 CX2,34 ELI
4015	PIS ACARI BEGE A 62,5X62,5 CX2,34 ELI
4016	PISO JAPURA HD A 62,5X62,5 CX2,34 ELIZAB
4017	PISO VITORIA HD A 62,5X62,5 CX2,34 ELIZA
4018	PSI2690A FORTALZA 62,5X62,5 ES.BRI 2,34
4019	ADESIVO PVC INCOLOR FRASCO 175G TIGRE
4020	ADESIVO PVC INCOLOR BISNAGA 17G TIGRE
4021	ADESIVO PVC INCOLOR BISNAGA 75G TIGRE
4022	CAIXA EXTERNA 4X2 MULTIPLO ROMA
4023	CHAPA ALUM ROLO 700MM,4MM
4024	COLUNA ACO.ARM 3/8 (7X17) 10,00MM #
4025	CHAPA ALUM ROLO 600X0,4MM
4026	CONCHA EMBUT RETANG FERRO 4X10C LO ISERO
4027	CONCHA EMBUT RETAN FERRO 4X10C CROM ISER
4028	FECHO CONCHA EMBUT RETAN-FER ZAMAC LO IS
4029	FECHO CONCHA EMBUT RETAN-FER/ZA CROM ISE
4030	SUP VIDRO BOCA JACARE-ZAMAC 8MM CR ISERO
4031	SUP VIDRO BOCA JACARE-ZAM 10MM CR ISERO
4032	DOBRAD FERRO PINO REVER 3 1/2 L.GAL.ISER
4033	RODIZIO BALINHA 6MM ZAMAC BICROMA C/2 IS
4034	SUPORTE TIPO TUCANO MED-ZAMAC-CROM ISERO
4035	ROLDANA PORTA/PORTAO SIMP.ZAMAC LO ISERO
4036	RODIZIO P/ JANELA BALA 6MM C/ROL.NYLON
4037	GANCHO REDE F.CROM.CARGA 150KG PA UNIAO
4038	GANCHO REDE F.PRETO CARGA 150KG PA UNIAO
4039	GANCHO REDE ACO INOX POLIDO CARGA 15 UNI
4040	PRENDEDOR DE PORTA MAGNETICO CROM UNIAO
4041	BATENTE P/ JANELA ABERTO CROMADO UNIAO
4042	POSTE CONCERTO MONOF.5MT#
4043	CAIXA DAGUA PE FORTLEV 3.000L #
4044	CAIXA DAGUA PE FORTLEV 5000L #
4045	TANQUE PE AZUL 2.000L FORTLEV #
4046	ASSENTO SANIT SUAVIT BRANCO 6PC TIGRE
4047	TOMADA SOBRE.2P+T 32A 380/440V 9H STECK#
4048	TOMADA SOBRE.2P+T 16A 380/440V 9H STECK#
4049	TOM. ACOPLAM.16A 9H 380/440V 2P+T STECK#
4050	TOM. ACOPLAM.32A 9H 380/440V 2P+T STECK#
4051	TOM. ACOPLAM.32A 6H 380/440V 3P+T STECK#
4052	TOM. ACOPLAM.32A 6H 220/250V 2P+T STECK#
4053	ROLO DE ACO ZINCO 0,43X1,00M
4054	ATPH+ 15 X 2KG FD 001
4055	AT ELEVADOR PH+ 15 X 2 FD 001
4056	ATSULF 15 X 2 FD 001
4057	ATCLLORO DICLORO MULTIPLA FUNÇÃO 1KG
4058	PASTILHA PROTAB AT3 60 X 200G - RISCO 5.
4059	PISO ENCAI POLIE AMARALINA 35 X59 35430
4060	ASSENTO SANIT MAX PLENA BR TIGRE
4061	NERVURA 1,40MT #
4062	PORCEL MATE TECHN EXT 70X70 CREMA CERBR#
4063	REDUCAO SOLD.60X50 #
4064	ADAPTADOR CURTO SOLDAVEL 60X2 #
4065	TE SOLDAVEL 60MM #
4066	TUBO SOLDAVEL 60MM KRONA METRO
4067	MEL NATURAL DE ABELHA 330G #
4068	MEL NATURAL DE ABELHA 680G #
4069	MEL NATURAL DE ABELHA 1300G #
4070	FITA ADERE ISOLANTE 912/S 19MMX05M PR
4071	FITA ISOLANTE PRETA ADERE 912I 19MMX10M
4072	FITA SILVER TAPE PRATA ADERE 800 45MMX05
4073	FITA CREPE AUTOMOTIVA VERDE ADERE 525S 1
4074	FITA CREPE AUTOMOTIVA AMARELA ADERE A128
4075	FITA CREPE 423 USO GERAL 24MMX50M ADERE
4076	FITA CREPE 423 USO GERAL 18MMX50M ADERE
4077	FITA ANTIDERRAPANTE PRETA ADERE 860S 50M
4078	DISCO CORTE INOX 115X1;0X22;23MM - BOSCH
4079	VALVULA PIA AMERIC ABS CROM. 3.1/2 OVERT
4080	MALHA POP REFORCADA 2X3M #
4081	66920 PISO ESM A 46X46 2,58MT CARRARA NA
4082	66950 PISO ESM A 46 X 46 2,58MT BOTTICIN
4083	66940 PISO ESM A 46X46 CX2,58MT ABSTRATO
4084	TIJOLO CERAMICO 09X19X19 PENDENCIAS
4085	CAIXA SOBREPOR 75X75 C/1INT SIM C/SUP MG
4086	CAIXA SOBREPOR75X75 C/1 TOMADA10A 250 MG
4087	TINTA CHEMICOLOR 400ML U.G.VERDE ESCURO
4088	TINTA CHEMICOLOR 400ML U.G.ALUMINIO
4089	TINTA CHEMICOLOR 400ML METALICA CROMADO
4090	TINTA SPRAY 400ML GER PRETO FOSCO CHEMIC
4091	TINTA CHEMICOLOR 350ML ALTA TEMP.ALUMINI
4092	TINTA SPRAY 350ML ALT.TEMP.PT FOSC CHAMI
4093	TINTA CHEMICOLOR 400ML U.G.AZUL ESCURO
4094	TINTA SPRAY 350ML ALTA TEMP.BC FOS CHIMI
4095	FECHAD INOX PREMI/EXT 2600/71 IP ALIANCA
4096	FECHAD INOX PREMI/INT 2700/71 IP ALIANCA
4097	FECHADU INOX PREMI/WC 2800/71 IP ALIANCA
4098	CAIXA SOBREPOR 75X75 C/1INT SIM C/SUP MG
4099	TOMADA SOBREPOR 75X75 C/1 10A 250 MG
4100	CONJ INT SIM10A-250V+2TOM 2P+T10A-250 B3
4101	SILICONE ECO UG 40GR INC. PULVITEC
4102	CAIXA SOBREPOR 75X75 C/ 1 INT DUPLO SIM
4103	CX SOBREPOR 75X75 C/ 2 TOMADAS 10A 25 MG
4104	PISO ITAUNAS BR ESM A 52,5X52,5 CX2,70 E
4105	MANTAMIX LIQUIDA BRANCA 4,5KG REJUNTAMIX
4106	PASTAMIX 500GR
4107	PSI66990 ESM 46X46 A 2,58 ONIX LUX INCEN
4108	PSI67020 ESMA 46X46 2,58M A BIANCO INCEN
4109	PS66970 ESM 46X46 A 2,58M CARRARA DOURAD
4110	LIMPAMIX 1LT REJUNTAMIX
4111	REJUNTE ACRILICO BRANCO - QUARTZOL
4112	REJUNTE ACRILICO CORDA CX QUARTZOLI
4113	REJUNTE ACRILICO M. TABACO CX - QUARTZOL
4114	REJUNTE ACRILICO PALHA - QUARTZOLIT
4115	TECBOND TIX - CJ 1KG -  QUARTZOLIT
4116	DIALINE AMARELO CATEPILAR 3,6L #
4117	PISO ESM ORO A 2,68MT 58 X 58 INCENOR
4118	PISO ESM PETRA A 2,68M 58 X 58 PSI-66850
4119	PISO ESM POMPEIA 2,68M A 58X58 PSI 66870
4120	SPOT EMB QUAD ALLTOP LED P20 7W 6500K TA
4121	PISO ESM LISBOA A 2,68M 58 X 58 INCENOR
4122	TINTA ESM FSUPER 900ML PLATINA FORTNIL#
4123	PISO ENC. RITUAL 2,00M 35X58 RVE35770
4124	PISO ESM ORIGAMI PO 2,48M 33X50 RVI66720
4125	PISO ESM CITRINO 33X50 A 2,48M RVI70540
4126	PISO ENC PATINA RVE35110 35X59 A 2,05M
4127	PISO ENC BARD 35X58 RVE35900 A 2,00MT
4128	PISO ENC GOTI 35X58 2,OOMT RVE35910
4129	PISO ENC TRULLI 35X58 A 2,00MT RVE35920
4130	VIGA CONCRETO 3,50MT #
4131	ALICATE UNIVERSAL HOBBY 8" POLIDO FERTAK
4132	CHAVE L COM FURO 17X17 FERTAK
4133	CORDA ELASTICA 200 CM X 8MM FERTAK
4134	GRAMPEADOR 4-14MM C/ GRAMP EXTRA FERTAK
4135	GRAMPO P/ GRAMPEADOR 08MM PC1000  FERTAK
4136	GRAMPO P/ GRAMPEADOR 10 MM C/ 1000 PC FE
4137	ALICATE UNIV 8 FLEX MIN/6 S/BLISTER LOTU
4138	TESOURA DE FUNILEIRO 10 - FERTAK
4139	VIGA CONCRETO 1,00MT #
4140	VIGA CONCRETO 1,20MT #
4141	VIGA CONCRETO 2,00MT #
4142	VIGA CONCRETO 2,50MT #
4143	METALON 25X25 6MT #
4144	AMANCO - TORN BOIA CX DAGUA 1/2 CB#
4145	AMANCO-BOMBA PERIF XKM80 1HP 60LMI 220V
4146	AMANCO-CAIXA LUZ 4X2 ELETRODUTO FLEX CB#
4147	AMANCO - PERFIL CALHA PLUVIAL #
4148	AMANCO - SIFAO EXTENSIVEL BR UNIV #
4149	BRAMATTO PRETO 5,5L BRASILUX
4150	BRAMATTO PRETO 5,5 KG BRASILUX
4151	CABO FLEXSIL 750 V 10,00 PRETO
4152	CABO DE SOM BICOLOR SIL 2X0,75 BICOLOR
4153	CABO DE SOM BICOLOR SIL 2X1,50 BICOLOR
4154	CABO PP SILFLEX 500 V 2X1,00 PRETO LC110
4155	CABO PP SILFLEX 500 V 2X1,50 PRETO LC800
4156	CABO PP SILFLEX 500 V 2X2,50 PRETO LC600
4157	CARRETEL CABO FLEXSIL 750 V 1,50 PRETO
4158	HIPERCOR MASSA CORRIDA BALDE 5,0KGS PROD
4159	REJUNTE PRETO FLEX SUPERCOLA #
4160	REJUNTE BRANCO FLEX SUPER COLA #
4161	DIALINE SEC RAP BRANCO NEVE 3,6L #
4162	SILICONE ACETICO 50G BISNAGA QUARTZOLIT
4163	PARAFUSO SEXT ACO 1/4X75 RS ZC JOMARCA
4164	LED-LUZNOTURNA AM3000K-1W-BIVOLT AVANT
4165	LED-ARAND-BR-HUMME IP65BR6500K-12W AVANT
4166	LED-ARAND-PR-HUMMER-EVO-IP65-BR6500K-12W
4167	LED-LANTERNA-REC-AVANT-1W-BIV AVANT
4168	PENDENTE-PRIMUS-SMOOTH-VFO-PF-1XE27 AVAN
4169	PENDENTE-PRIMUS-ALBA-VFO-PF-1XE27 AVANT
4170	LED-SPOT-SUPIMPA-RED-BR6500K-5WBIVOL AVA
4171	LED-REFLETOR-SOLARE-25W-6500K AVANT
4172	LED-REFLETOR-SOLARE-40W-6500K AVANT
4173	LED-REFLETOR-SOLARE-60W-6500K AVANT
4174	ESMALTE DIALINE BRANCO NEVE 900ML
4175	DIALINE SECA RAP PRETO FOSCO 900ML#
4176	DIALINE SECA RAP VERMELHO 900ML #
4177	DELANIL RENDE MUITO PAPOULA 3,6L #
4178	TORNEIRA GOURMET DE MESA - LIGHT KELLY M
4179	TORNEIRA GOURMET DE PAREDE - LIGHT KELLY
4180	ASSEN.SANIT SOPR BASIC PLAS BR GELO ATLA
4181	ASSENTO SANITA ALMOFADADO PLAS BR ATL
4182	ARMARIO BANH TOAL.30X37X9CM PLAS BR ATLA
4183	NUMERO 0 P/CASA ADESIVO ACM ESC ATLAS
4184	ESPATULA ACO INOX 7,6CM ATLAS
4185	ESPATULA ACO INOX 10,2CM ATLAS
4186	ESPATULA ACO INOX 12,5CM ATLAS
4187	LIXEIRA RETANGULAR PLASTICO 6,5L ATLAS
4188	LIXEIRA RETANGUL 6L C/PED PLAST BR ATLAS
4189	LIXEIRA RETANG 6L C/ PEDAL PLAST CZ ATLA
4190	LIXEIRA RETANG 6L C/ PEDAL PLAS BG ATLAS
4191	NUMERO 1 P/CASA ADESIVO ACM ESC ATLAS
4192	NUMERO 2 P/CASA ADESIVO ACM ESC ATLAS
4193	NUMERO 3 P/CASA ADESIVO ACM ESC ATLAS
4194	NUMERO 4 P/CASA ADESIVO ACM ESC ATLAS
4195	NUMERO 5 P/CASA ADESIVO ACM ESC ATLAS
4196	NUMERO 6 P/CASA ADESIVO ACM ESC ATLAS
4197	NUMERO 7 P/CASA ADESIVO ACM ESC ATLAS
4198	NUMERO 8 P/CASA ADESIVO ACM ESC ATLAS
4199	NUMERO 9 P/CASA ADESIVO ACM ESC ATLAS
4200	VASO REDONDO JARDIM 13CM PLASTI CZ ATLAS
4201	VASO REDOND JARDIM 13CM PLASTIC BD ATLAS
4202	VASO REDOND JARDIM 13CM PLASTIC AZ ATLAS
4203	VASO REDOND JARDIM 17CM PLASTIC CZ ATLAS
4204	VASO REDOND JARDIM 17CM PLASTIC AZ ATLAS
4205	VASO REDOND JARDIM 22CM PLASTIC CZ ATLAS
4206	VASO REDOND JARDIM 22CM PLASTIC AZ ATLAS
4207	FLOREIRA JARDIM 50CM PLASTICO CZ ATLAS
4208	FLOREIRA JARDIM 50CM PLASTICO AZ ATLAS
4209	FLOREIRA JARDIM 50CM PLASTICO BD ATLAS
4210	PRATO P/ VASO REDONDO 13CM CZ ATLAS
4211	PRATO P/ VASO REDONDO 13CM AZ ATLAS
4212	PRATO P/ VASO REDONDO 13CM BD ATLAS
4213	PRATO P/ VASO REDONDO 17CM CZ ATLAS
4214	PRATO P/ VASO REDONDO 17CM AZ ATLAS
4215	PRATO P/ VASO REDONDO 22CM CZ ATLAS
4216	PRATO P/ VASO REDONDO 22CM AZ ATLAS
4217	PRATO P/ FLOREIRA DE 50CM PLASTICO CZ
4218	PRATO P/FLOREIRA DE 50CM PLASTICO AZ ATL
4219	PRATO P/FLOREIRA DE 50CM PLASTICO BD ATL
4220	REGADOR 2L PLASTICO CZ ATLAS
4221	REGADOR 7L PLASTICO CZ ATLAS
4222	PULVERIZADOR 580ML PLASTICO AZ ATLAS
4223	PULVERIZADOR 350ML PLASTICO AZ ATLAS
4224	DESEMP INOX C.RED 12X35CM CB FEC RIG ATL
4225	TRINCHA PARA PINTURA ECONOMICA 1/2 ATLAS
4226	TRINCHA PARA PINTURA 3/4 ATLAS
4227	TRINCHA PARA PINTURA 1 ATLTAS
4228	TRINCHA PARA PINTURA 1.1/2 ATLAS
4229	TRINCHA PARA PINTURA 2 ATLAS
4230	TRINCHA PARA PINTURA 2 1/2 ATLAS
4231	ROLO PINTURA ANTIGO.POLIAMIDA 23CM ATLAS
4232	ROLO PINT EXTRA PELE CARNEIRO 23CM ATLAS
4233	ROLO PINT. ANTIGOTA POLIAMIDA 9CM ATLAS
4234	CONJ.PINT.PRATICO MULTIUSO 3PCS ATLAS
4235	TRINCHA PARA PINTURA 3 ATLAS
4236	CONJ DE PINTURA E ACABAMENTO 5PCS ATLAS
4237	CONJ DE PINTURA ANTIGOTA COMPLETO ATLAS
4238	TRINCHA P/PINTURA PLUMATEK 1 1/2 ATLAS
4239	TRINCHA P/ PINTURA''2'' PLUMATEX ATLAS
4240	TRINCHA P/PINTURA PLUMATEX 2.1/2 ATLAS
4241	TRINCHA P/ PINTURA 3 PLUMATEK ATLAS
4242	ROLO PINTURA RENDEPLUS MF19MM 23CM ATLAS
4243	ROLO PINTURA DE LA NATURAL 9CM ATLAS
4244	ROLO PINTURA DE LA NATURAL 15CM ATLAS
4245	ROLO PINTURA DE LA NATURAL 5CM ATLAS
4246	ROLO DE TEXTURA RUSTICA 5CM ATLAS
4247	ROLO PARA MASSA NIVELOPRO 23CM ATLAS
4248	GARFO PINTURA BUCHA S/ROSCA ACO 23CM ATL
4249	ROLO DE PINTURA ESPUMA AMAR.5CM ATLAS
4250	ROLO PINTURA VELUDO LA NATURAL 5CM ATLAS
4251	DISCO DIAM 110X20X7MM CONTINUO BRMAIS
4252	SPRO ACR ECON INT BRANCO NEVE 15L SBRA
4253	SPRO ACRI F ECON INT BCO GELO 15L SBRAS
4254	MASSA CORRIDA PVA BD PLAST 20KG SBRAS
4255	SELADOR PRO SBRAS ACRILICO BD PLAST 15L
4256	VERNIZ ACRILICO BD PLAST 3,6L SBRAS
4257	FECH. 2008 CR CAIXA GR - HELA
4258	CEPO PARA GONDOLA
4259	AMANCO - FITA ISOLANTE PEGBOARD 19MMX5M#
4260	AMANCO - FITA ISOLANTE PEGBOAR 19MMX10M#
4261	AMANCO - FITA ISOLANTE PEGBOA 19MMX20M#
4262	ROLO PINTURA VELUDO LA NATURAL 9CM ATLAS
4263	DESEM.INOX C.RET.12X30 CABO FECH RIG ATL
4264	CHAPA ALUM ROLO 600X0,4MM
4265	LIXEIRA RETANG.6L C/ PEDAL PLAST PR ATLA
4266	SUPERLED TUBULAR 18W BIVOLT 6500K
4267	DISJUNTOR UNIP 10A  (C) OUROLUX
4268	DISJUNTOR UNIP 40A  (C) OUROLUX
4269	DISJUNTOR TRIP 10A (C) OUROLUX
4270	DISJUNTOR TRIP 32A (C) OUROLUX
4271	DISJUNTOR TRIP 40A (C) OUROLUX
4272	DISJUNTOR TRIP 50A (C) OUROLUX
4273	CEPO COM SUPORTE STAM
4274	FECH. 309 - CROMADO CCSD STAM
4275	FECH. 823/21 RQ1 OXIDADO E-COAT WC STAM
4276	FECH.1820/21 ESP.OXIDADO E-COAT WC STAM
4277	FEC.803/21 RQ1 OXIDAD.E-COAT(G) EXT.STAM
4278	CEPO COM SUPORTE STAM
4279	1167 TORN COZINHA BANCADA HYDRAPLUS BR
4280	TORN.1168 CZ PAREDE HYDRAPLUS BRANCA
4281	TORN.1168 CZ PAREDE HYDRAMOTION PT+PT
4282	TORNEIRA COZINHA PAREDE HYDRAPLUS PRETA
4283	TORN.1167 CZ BANCADA HYDRAMOTION PT+PT
4284	TORNEIRA TANQUE E MAQUINA HYDRAMAX BR
4285	1198 TORN BANHEIRO HYDRAPLUS BRANCA
4286	ACABAMENTO COMP P/REG C70 3/4 DN20 C REA
4287	1167TORN COZ/PARE AQUADU PT C17 1/4 REAL
4288	1130TORN JARDIM 1/2X3/4 DN15 AM REAL
4289	1167TOR COZ/PAR B.MOV.ALT.C17 1/2 D15REA
4290	1167TOR.PIA COZ/PAR B.MOV A C38 1/41/2RE
4291	1167TOR PIA COZ/PAR B.MOV A C40 1/4.1/2
4292	1198TOR.LAV/MESA B.MO.C17 1/4 1/2DN15 RE
4293	1198TOR.LAV/MESA B.MOV C70 1/4 1/2DN15RE
4294	1198TOR LAV/MESA B.MO C38 1/4 1/2DN15 RE
4295	1159 TORN PIA COZ/PAREDE C33 1/2 DN15 CR
4296	1509 REG GAVETA C90 3/4 DN20 BLACK REAL
4297	1509 REG GAVETA BRUTO 1.1/2 DN40 REAL
4298	1416REG PRESSAO C38 F X M SV 1/2DN15 REA
4299	1416REG PRESSAO C40 FXM SV 1/2 DN15 REAL
4300	KIT BANHEIRO STANDARD QUADRADO INJET
4301	KIT BANHEIRO STANDARD QUADR BLACK REAL
4302	1600 VALVULA P/ PIA S/UNHO CROMADO REAL
4303	1623VALV AMER PIA3.1/2X1.1/2 MET.CR REAL
4304	RALO CLICK 10X10 REAL
4305	RALO CLICK 15 X 15 REAL
4306	RALO 10 X10 QUADRADO C/CAIXILHO - REAL
4307	1509 REGISTRO GAVETA C40 3/4 DN20 REAL
4308	1509 REGISTRO GAVETA C38 3/4 DN20 REAL
4309	1197 TORN PIA LAV/MESA AUTOMAT. 1/2 DN15
4310	BARRA DE APOIO 40 CM INJET PLAST - REAL
4311	BARRA DE APOIO 60CM INJETPLAS - REAL
4312	BARRA DE APOIO 80CM INJETPLAST- REAL
4313	1603VALV.P/LAV S/UNH.P.METAL.S/LADR REAL
4314	1167TORN PIA COZ/PAR GOURMET C70 1/4.1/2
4315	1168TORN PIA COZ/MESA GOURMETC70 1/4.1/2
4316	1198TORN LAV/MESA B.MOV C40 1/2 DN15 REA
4317	HASTE JLOBATO COB 1/2X9,5MM X 1,00M
4318	HASTE 1,50M#
4319	HASTE JLOBATO COB 1/2X9,5MM X 2,00M
4320	HASTE 1,20M#
4321	HASTE JLOBATO COB 1/2X9,5MM X 2,40M
4322	COLA CONTATO LATA 750 GR - TEKBOND
4323	ARRUELA LISA ZINCADA 3/16" KG - JOMA/WMX
4324	ARRUELA LISA ZINCADA 5/16" ZB JOMARCA
4325	COLA POWER BOND N7 INSTANTANEA 50GR
4326	CONECTOR BRAVO TV COAXIAL FEMEA/EMENDA
4327	DISCO HAMMER FLAP 115X22,2MM G-120
4328	DISCO TYROLIT FLAP ACO G60S-B 4.1/2"
4329	ESCOVA COMPEL DE ACO 6 FILEIRAS S/CB
4330	ESPUDE PLASBOHN PLAST P/SANIT 40MM BR
4331	FERROLHO ISERO/THOR RED 3" FLO C/12
4332	ISOL GIBA CABO COAXIAL 10MM C/50
4333	KIT EGAPLAST PARAFUSO FIXADOR P/CX ACOP
4334	LAMINA MAX P/ARCO DE SERRA 12" 18D PROF
4335	LUVA JL MISTA VAQUETA/RASPA TAM. GRANDE
4336	PINO FEMEA 2P+T 10A BR INTERNEED#
4337	PNEU BUFFALO 4 LON S/CAM CAR MAO 3,50X8"
4338	SILICONE UNIPEGA HIB UGERA 280ML/260G IN
4339	TUBO PLASBOHN P/CX DESCARGA CURTO 1,20M
4340	VARAL F.C. DE ACO P/ROUPAS 10M
4341	VARAL F.C. DE ACO P/ROUPAS 15M
4342	VARAL F.C. DE ACO P/ROUPAS 20M
4343	VASSOURA ROMA PLAST P/JARDIM 18DT C/CB
4344	ALICATE BICO RETO 6" BRMAIS
4345	ANEL VEDAC P/BACIA SANIT C/GUIA FIRLON#
4346	DISCO FLAP 4.1/2 G40 ZIRCONIA LOTUS
4347	DISCO FLAP 4.1/2 G80 ZIRCONIA LOTUS
4348	FITA ISOLANTE 33+19MMX20M 3M PRETA SCOTC
4349	LAMPADA GELAD/MICRO 15W E-14 SORTELUZ
4350	MARTELO DE BORRACHA CB PLAST40MM PR ROMA
4351	PAQUIMETRO METALICO 150MM SIGMA
4352	PARAF AUTOBRO PH FLANG 4.2X19MM
4353	PITAO PARA BUCHA 08 - UNIDADE
4354	PNEU 4.00 X 8 QUATRO LONAS (250KG) LOTUS
4355	RODIZIO 50MM GIRAT C/FREIO PU SIGMA
4356	TRILHO P/ JANELA 1.20MT 6X6MM BEB
4357	TRILHO P/JANELA 1,50MT 6X6MM B E B
4358	ARRUELA LISA ZINCADA 3/8 WMAX
4359	CJ 2 TOMADAS 2P+T 10A/250V ARIA BRA
4360	PSI201520 RET VIZCAYA C 80X80 POL 1,90
4361	PSI201647 RET LINE BLUE C 45X90 POL 1,63
4362	CAMARA DE AR COLSON 4.00X8
4363	PFZ SX-UNC RI JOMARCA 5/16X3 ZB
4364	ANCINHO ECONOMICO FAMASTIL 12 DENTES C/C
4365	ELETRODUTO CORRUGAD ELETROLUX 1/2 C/50M
4366	ROLDANA STS ACO 'U' '2' CX ABERTA
4367	THINNER PREMIUM 9116 900ML EUCATEX
4368	THINNER DILUENTE SOLUT 450ML
4369	CADEADO PAPAIZ EMB.BLISTER 60MM
4370	ALICATE BICO M.CANA HAMMER NIQ. N06
4371	FITA ADESIVA P/EMB.NORTON MARROM 48X45
4372	FITA ADESIVA P/EMB.NORTON TRANSP. 48X45
4373	PFZ SX JOMARCA AUTO BROCA.5/16X3/4
4374	PORTA LISA HDF 30MM COLMEIA JEQUITIBA 80
4375	PORTA LISA HDF 30MM COLMEIA JEQUITIBA 60
4376	PORTA LISA HDF 30MM COLMEIA JEQUITIBA 70
4377	PORTA LISA HDF 30MM COLMEIA IPE 60 CM
4378	PORTA LISA HDF 30MM COLMEIA IPE 70 CM
4379	PORTA LISA MDF COLMEIA BRANCA 70 ROCHA#
4380	FITA ISOLANTE DECORLUX BRANCO 18MMX5M
4381	FITA ISOLANTE DECORLUX VERMELHO 18MMX5M
4382	TUBO PVC ESGOTO 6M DN 40 KRONA/PLASTUBO
4383	CURVA 45 ESG. LONGA DN 75 KRONA/TIGRE
4384	MULTISIFAO SIMPLES TUBO EXTENSIVEL KRONA
4385	TINTA CHEMICOLOR 400ML VERMELHO SPRAY
4386	ANTIFERRUG.MP.LUB FAST 300ML
4387	COLA SUPERB.INST.ULTRA 20G
4388	ESPUMA EXPAN.PU MP90 300ML
4389	LIXA 3M LIXAM.SECO 150
4390	LIXA 3M LIXAM.SECO 220
4391	LIXA 3M LIXAM.SECO 320
4392	LIXA 3M LIXAM.SECO 60
4393	SERRA MARMORE STANLEY SPT115B2 220V
4394	ARMADOR SILVANA REDE P/CHUMB ZINC
4395	FECHADURA SOBREP 930 PARAF SILVANA
4396	CAIXA DISTRIBU EMB.TAF P/O1 DISJ BC TAF
4397	ADESIVO COLA VINIL MULTI 17G PULVITEC#
4398	ENXADA ACO 2,5LB 24CM EST CB MAD MAX
4399	LINHA NYLON 1,00MM 100M UV BR GRILON
4400	KIT BANHEIRO 5 PECAS ACRILICO TRANS.REAL
4401	3050 TORN QUADRA LAV COZ/MESA 1/4 V 1/2
4402	CARRETEL CABO FLEXSIL 750V 1,50 VERMELHO
4403	PSI200530C NIRVANA 60X60 MATE 2,34 POINT
4404	PISO 4600 46X46 A BRANCO CERCAMP CX2,30#
4405	PROTECTBOX 4 DIN EMBUTIR BRANCO PIAL
4406	PROTECTBOX 8 DIN EMBUTIR BRANCO PIAL
4407	PROTECTBOX 12 DIN EMBUTIR BRANCO PIAL
4408	PROTECTBOX 24 DIN EMBUTIR BRANCO PIAL
4409	PROTECTBOX 36 DIN EMBUTIR BRANCO PIAL
4410	1 INTER SIMPLES 10A 250V 4X PIAL
4411	1 INTER PARALELO 10A 250V 4X2 PIAL
4412	1 PULSADOR CAMPAINHA 2A 250V 4X2 PIAL
4413	TOMADA 2P+T 10A 250V 4X2 - ZEFFIA PIAL
4414	1 TOMADA TV 4X2 ZEFFIA PIAL
